,(width (cm), height (cm), label (0-pichu, 1-pikachu))
0,21.959384499160468,31.23956701424158,0,
1,23.63591632187622,36.46821490673444,1,
2,17.714056417303343,31.44170391314962,0,
3,21.78020031891186,33.213397759738264,1,
4,25.20630552859312,36.55881614935053,1,
5,19.332572350434354,32.25325633655492,0,
6,24.73645685241186,35.33291181124776,1,
7,23.79257560586339,38.10372825362463,1,
8,24.557612968127465,36.73144402805611,1,
9,20.191281253428173,35.06966921830237,0,
10,25.813562951888365,35.561029988644336,1,
11,24.923378667802957,34.463907946680294,1,
12,25.311244044578427,34.117212558131975,1,
13,22.8190913618668,34.25516433025548,1,
14,19.639358214988224,34.56117030001663,0,
15,18.341233265627693,31.399261188293124,0,
16,22.723629043769336,34.83845262048311,1,
17,25.82936770950206,33.16210202637511,1,
18,20.23890182459327,32.78945132868386,0,
19,17.905128921789093,28.88813385482529,0,
20,24.38528964752517,37.335669057387726,1,
21,26.52541288753825,35.2192205449002,1,
22,19.299333494980544,30.486337996080024,0,
23,20.11868185120164,31.89116680793916,0,
24,22.980962976720388,35.3191819848619,1,
25,17.96926166354966,32.48406633310577,0,
26,21.58631807419169,30.975094109600928,0,
27,18.659636883604406,33.04492931889734,0,
28,19.20991441500364,31.420355685575743,0,
29,18.16229126686346,29.93643755301725,0,
30,19.12061956770937,30.699542112256864,0,
31,25.17676132371397,34.393601274285054,1,
32,18.583516818010636,31.317010181098944,0,
33,24.68867147060795,35.363481550256644,1,
34,23.02865997158701,35.4082866561793,1,
35,20.282109030336358,33.18796105898338,0,
36,17.672876665469843,32.67247775608707,0,
37,20.795121649361587,32.493051910886486,0,
38,20.10193091630132,31.19190374413498,0,
39,20.39204407747099,32.08774193592624,0,
40,23.868174335146136,35.449698119416254,1,
41,26.388368121945867,35.62090746957761,1,
42,25.56780278510241,35.66631613405574,1,
43,23.99071038023876,35.06411342600334,1,
44,23.792145242488125,35.107650004447365,1,
45,24.111063562798908,31.418267572382227,1,
46,20.098954730848863,33.067467402673685,0,
47,20.88810038727894,32.6440046099946,0,
48,24.58715411407417,35.61397200548726,1,
49,21.65956855815321,36.81907508404582,1,
50,18.59843317023302,32.60944545701523,0,
51,21.069573240979203,32.21936612110862,0,
52,24.87225986527509,36.149522366845794,1,
53,20.276898330625336,33.84658247356705,0,
54,19.5925458990418,30.59392660926762,0,
